Model,Corruption,TTA,Class,Precision,Recall,F1,Specificity,Jaccard
YorubaNet,Salt-Pepper Noise (5%),No,l,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,m,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,n,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,o,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,p,0.0,0.0,0.0,0.9989304812834224,0.0
YorubaNet,Salt-Pepper Noise (5%),No,r,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,s,0.0,0.0,0.0,0.9770053475935829,0.0
YorubaNet,Salt-Pepper Noise (5%),No,t,0.0,0.0,0.0,0.9780748663101604,0.0
YorubaNet,Salt-Pepper Noise (5%),No,u,0.0,0.0,0.0,0.9973262032085561,0.0
YorubaNet,Salt-Pepper Noise (5%),No,w,0.1111111111111111,0.01818181818181818,0.03125,0.9957219251336898,0.015873015873015872
YorubaNet,Salt-Pepper Noise (5%),No,y,0.06837606837606838,0.5818181818181818,0.12237093690248566,0.7668449197860963,0.06517311608961303
YorubaNet,Salt-Pepper Noise (5%),No,à,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,á,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,è,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,é,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ì,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,í,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ò,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ó,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ù,0.3333333333333333,0.01818181818181818,0.034482758620689655,0.9989304812834224,0.017543859649122806
YorubaNet,Salt-Pepper Noise (5%),No,ú,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ṣ,0.0797872340425532,0.8181818181818182,0.14539579967689822,0.7224598930481283,0.078397212543554
YorubaNet,Salt-Pepper Noise (5%),No,ẹ,0.0,0.0,0.0,0.9973262032085561,0.0
YorubaNet,Salt-Pepper Noise (5%),No,ọ,0.0,0.0,0.0,0.9898395721925134,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,a,0.041176470588235294,0.2545454545454545,0.07088607594936709,0.825668449197861,0.03674540682414698
YorubaNet,Salt-Pepper Noise (5%),Yes,b,0.1079136690647482,0.2727272727272727,0.15463917525773196,0.9336898395721925,0.08379888268156424
YorubaNet,Salt-Pepper Noise (5%),Yes,d,0.15568862275449102,0.4727272727272727,0.23423423423423423,0.9245989304812834,0.1326530612244898
YorubaNet,Salt-Pepper Noise (5%),Yes,e,0.2564102564102564,0.18181818181818182,0.2127659574468085,0.9844919786096257,0.11904761904761904
YorubaNet,Salt-Pepper Noise (5%),Yes,f,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,g,0.025974025974025976,0.03636363636363636,0.030303030303030304,0.9598930481283422,0.015384615384615385
YorubaNet,Salt-Pepper Noise (5%),Yes,gb,0.6,0.16363636363636364,0.2571428571428571,0.9967914438502674,0.14754098360655737
YorubaNet,Salt-Pepper Noise (5%),Yes,h,0.0,0.0,0.0,0.9994652406417113,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,i,0.0,0.0,0.0,0.9989304812834224,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,j,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,k,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,l,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,m,0.13333333333333333,0.03636363636363636,0.05714285714285714,0.993048128342246,0.029411764705882353
YorubaNet,Salt-Pepper Noise (5%),Yes,n,0.11392405063291139,0.32727272727272727,0.16901408450704225,0.9251336898395722,0.09230769230769231
YorubaNet,Salt-Pepper Noise (5%),Yes,o,0.23484848484848486,0.5636363636363636,0.3315508021390374,0.9459893048128343,0.1987179487179487
YorubaNet,Salt-Pepper Noise (5%),Yes,p,0.4,0.14545454545454545,0.21333333333333335,0.9935828877005347,0.11940298507462686
YorubaNet,Salt-Pepper Noise (5%),Yes,r,0.6,0.05454545454545454,0.1,0.9989304812834224,0.05263157894736842
YorubaNet,Salt-Pepper Noise (5%),Yes,s,0.42857142857142855,0.10909090909090909,0.17391304347826086,0.9957219251336898,0.09523809523809523
YorubaNet,Salt-Pepper Noise (5%),Yes,t,0.0,0.0,0.0,1.0,0.0
YorubaNet,Salt-Pepper Noise (5%),Yes,u,0.25,0.14545454545454545,0.1839080459770115,0.9871657754010695,0.10126582278481013
YorubaNet,Salt-Pepper Noise (5%),Yes,w,0.5769230769230769,0.2727272727272727,0.37037037037037035,0.9941176470588236,0.22727272727272727
YorubaNet,Salt-Pepper Noise (5%),Yes,y,1.0,0.21818181818181817,0.3582089552238806,1.0,0.21818181818181817
YorubaNet,Salt-Pepper Noise (5%),Yes,à,0.3564356435643564,0.6545454545454545,0.46153846153846156,0.9652406417112299,0.3
YorubaNet,Salt-Pepper Noise (5%),Yes,á,0.4065934065934066,0.6727272727272727,0.5068493150684932,0.9711229946524064,0.3394495412844037
YorubaNet,Salt-Pepper Noise (5%),Yes,è,0.8571428571428571,0.10909090909090909,0.1935483870967742,0.9994652406417113,0.10714285714285714
YorubaNet,Salt-Pepper Noise (5%),Yes,é,1.0,0.21818181818181817,0.3582089552238806,1.0,0.21818181818181817
YorubaNet,Salt-Pepper Noise (5%),Yes,ì,0.9166666666666666,0.2,0.3283582089552239,0.9994652406417113,0.19642857142857142
YorubaNet,Salt-Pepper Noise (5%),Yes,í,0.75,0.21818181818181817,0.3380281690140845,0.9978609625668449,0.2033898305084746
YorubaNet,Salt-Pepper Noise (5%),Yes,ò,0.66,0.6,0.6285714285714286,0.990909090909091,0.4583333333333333
YorubaNet,Salt-Pepper Noise (5%),Yes,ó,0.24489795918367346,0.43636363636363634,0.3137254901960784,0.960427807486631,0.18604651162790697
YorubaNet,Salt-Pepper Noise (5%),Yes,ù,0.35185185185185186,0.34545454545454546,0.3486238532110092,0.9812834224598931,0.2111111111111111
YorubaNet,Salt-Pepper Noise (5%),Yes,ú,0.17410714285714285,0.7090909090909091,0.27956989247311825,0.9010695187165776,0.1625
YorubaNet,Salt-Pepper Noise (5%),Yes,ṣ,1.0,0.05454545454545454,0.10344827586206896,1.0,0.05454545454545454
YorubaNet,Salt-Pepper Noise (5%),Yes,ẹ,1.0,0.09090909090909091,0.16666666666666666,1.0,0.09090909090909091
YorubaNet,Salt-Pepper Noise (5%),Yes,ọ,0.1724137931034483,0.18181818181818182,0.17699115044247787,0.9743315508021391,0.0970873786407767
YorubaNet,Thinning (threshold=0.3),No,a,0.10666666666666667,0.2909090909090909,0.15609756097560976,0.9283422459893048,0.08465608465608465
YorubaNet,Thinning (threshold=0.3),No,b,0.1643835616438356,0.43636363636363634,0.23880597014925373,0.9347593582887701,0.13559322033898305
YorubaNet,Thinning (threshold=0.3),No,d,0.11594202898550725,0.43636363636363634,0.183206106870229,0.902139037433155,0.10084033613445378
YorubaNet,Thinning (threshold=0.3),No,e,0.0,0.0,0.0,0.9989304812834224,0.0
YorubaNet,Thinning (threshold=0.3),No,f,1.0,0.01818181818181818,0.03571428571428571,1.0,0.01818181818181818
YorubaNet,Thinning (threshold=0.3),No,g,0.12,0.16363636363636364,0.13846153846153847,0.9647058823529412,0.0743801652892562
YorubaNet,Thinning (threshold=0.3),No,gb,0.5,0.5454545454545454,0.5217391304347826,0.983957219251337,0.35294117647058826
YorubaNet,Thinning (threshold=0.3),No,h,0.14606741573033707,0.23636363636363636,0.18055555555555555,0.9593582887700535,0.09923664122137404
YorubaNet,Thinning (threshold=0.3),No,i,0.41304347826086957,0.34545454545454546,0.37623762376237624,0.9855614973262032,0.23170731707317074
YorubaNet,Thinning (threshold=0.3),No,j,1.0,0.03636363636363636,0.07017543859649122,1.0,0.03636363636363636
YorubaNet,Thinning (threshold=0.3),No,k,0.625,0.09090909090909091,0.15873015873015872,0.9983957219251337,0.08620689655172414
YorubaNet,Thinning (threshold=0.3),No,l,0.0,0.0,0.0,0.9989304812834224,0.0
YorubaNet,Thinning (threshold=0.3),No,m,0.028985507246376812,0.03636363636363636,0.03225806451612903,0.9641711229946524,0.01639344262295082
YorubaNet,Thinning (threshold=0.3),No,n,0.1505016722408027,0.8181818181818182,0.2542372881355932,0.8641711229946524,0.14563106796116504
YorubaNet,Thinning (threshold=0.3),No,o,0.047619047619047616,0.01818181818181818,0.02631578947368421,0.9893048128342246,0.013333333333333334
YorubaNet,Thinning (threshold=0.3),No,p,0.0625,0.01818181818181818,0.028169014084507043,0.9919786096256684,0.014285714285714285
YorubaNet,Thinning (threshold=0.3),No,r,0.3333333333333333,0.01818181818181818,0.034482758620689655,0.9989304812834224,0.017543859649122806
YorubaNet,Thinning (threshold=0.3),No,s,0.8333333333333334,0.09090909090909091,0.16393442622950818,0.9994652406417113,0.08928571428571429
YorubaNet,Thinning (threshold=0.3),No,t,0.3333333333333333,0.05454545454545454,0.09375,0.9967914438502674,0.04918032786885246
YorubaNet,Thinning (threshold=0.3),No,u,0.20574162679425836,0.7818181818181819,0.32575757575757575,0.9112299465240642,0.19457013574660634
YorubaNet,Thinning (threshold=0.3),No,w,0.23076923076923078,0.43636363636363634,0.3018867924528302,0.9572192513368984,0.17777777777777778
YorubaNet,Thinning (threshold=0.3),No,y,0.375,0.32727272727272727,0.34951456310679613,0.983957219251337,0.21176470588235294
YorubaNet,Thinning (threshold=0.3),No,à,0.3333333333333333,0.16363636363636364,0.21951219512195122,0.9903743315508021,0.1232876712328767
YorubaNet,Thinning (threshold=0.3),No,á,0.2,0.03636363636363636,0.06153846153846154,0.9957219251336898,0.031746031746031744
YorubaNet,Thinning (threshold=0.3),No,è,0.0,0.0,0.0,1.0,0.0
YorubaNet,Thinning (threshold=0.3),No,é,0.0,0.0,0.0,1.0,0.0
YorubaNet,Thinning (threshold=0.3),No,ì,0.7931034482758621,0.41818181818181815,0.5476190476190477,0.9967914438502674,0.3770491803278688
YorubaNet,Thinning (threshold=0.3),No,í,0.8333333333333334,0.09090909090909091,0.16393442622950818,0.9994652406417113,0.08928571428571429
YorubaNet,Thinning (threshold=0.3),No,ò,0.5714285714285714,0.14545454545454545,0.2318840579710145,0.9967914438502674,0.13114754098360656
YorubaNet,Thinning (threshold=0.3),No,ó,0.0,0.0,0.0,0.9967914438502674,0.0
YorubaNet,Thinning (threshold=0.3),No,ù,0.36363636363636365,0.2909090909090909,0.32323232323232326,0.9850267379679144,0.1927710843373494
YorubaNet,Thinning (threshold=0.3),No,ú,0.13978494623655913,0.4727272727272727,0.2157676348547718,0.9144385026737968,0.12093023255813953
YorubaNet,Thinning (threshold=0.3),No,ṣ,1.0,0.10909090909090909,0.19672131147540983,1.0,0.10909090909090909
YorubaNet,Thinning (threshold=0.3),No,ẹ,1.0,0.01818181818181818,0.03571428571428571,1.0,0.01818181818181818
YorubaNet,Thinning (threshold=0.3),No,ọ,0.041666666666666664,0.01818181818181818,0.02531645569620253,0.9877005347593583,0.01282051282051282
YorubaNet,Thinning (threshold=0.3),Yes,a,0.25806451612903225,0.2909090909090909,0.27350427350427353,0.9754010695187165,0.15841584158415842
YorubaNet,Thinning (threshold=0.3),Yes,b,0.22522522522522523,0.45454545454545453,0.30120481927710846,0.9540106951871657,0.1773049645390071
YorubaNet,Thinning (threshold=0.3),Yes,d,0.19117647058823528,0.4727272727272727,0.27225130890052357,0.9411764705882353,0.15757575757575756
YorubaNet,Thinning (threshold=0.3),Yes,e,0.0,0.0,0.0,0.9903743315508021,0.0
YorubaNet,Thinning (threshold=0.3),Yes,f,0.0,0.0,0.0,1.0,0.0
YorubaNet,Thinning (threshold=0.3),Yes,g,0.2,0.2545454545454545,0.224,0.9700534759358289,0.12612612612612611
YorubaNet,Thinning (threshold=0.3),Yes,gb,0.7413793103448276,0.7818181818181819,0.7610619469026548,0.9919786096256684,0.6142857142857143
YorubaNet,Thinning (threshold=0.3),Yes,h,0.2677165354330709,0.6181818181818182,0.37362637362637363,0.9502673796791444,0.22972972972972974
YorubaNet,Thinning (threshold=0.3),Yes,i,0.373134328358209,0.45454545454545453,0.4098360655737705,0.9775401069518717,0.25773195876288657
YorubaNet,Thinning (threshold=0.3),Yes,j,0.42857142857142855,0.05454545454545454,0.0967741935483871,0.9978609625668449,0.05084745762711865
YorubaNet,Thinning (threshold=0.3),Yes,k,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.9973262032085561,0.16666666666666666
YorubaNet,Thinning (threshold=0.3),Yes,l,0.15384615384615385,0.03636363636363636,0.058823529411764705,0.9941176470588236,0.030303030303030304
YorubaNet,Thinning (threshold=0.3),Yes,m,0.2,0.36363636363636365,0.25806451612903225,0.9572192513368984,0.14814814814814814
YorubaNet,Thinning (threshold=0.3),Yes,n,0.26506024096385544,0.8,0.39819004524886875,0.9347593582887701,0.24858757062146894
YorubaNet,Thinning (threshold=0.3),Yes,o,0.24324324324324326,0.16363636363636364,0.1956521739130435,0.9850267379679144,0.10843373493975904
YorubaNet,Thinning (threshold=0.3),Yes,p,0.34146341463414637,0.2545454545454545,0.2916666666666667,0.9855614973262032,0.17073170731707318
YorubaNet,Thinning (threshold=0.3),Yes,r,0.7272727272727273,0.14545454545454545,0.24242424242424243,0.9983957219251337,0.13793103448275862
YorubaNet,Thinning (threshold=0.3),Yes,s,0.68,0.3090909090909091,0.425,0.9957219251336898,0.2698412698412698
YorubaNet,Thinning (threshold=0.3),Yes,t,0.5869565217391305,0.4909090909090909,0.5346534653465347,0.9898395721925134,0.36486486486486486
YorubaNet,Thinning (threshold=0.3),Yes,u,0.4574468085106383,0.7818181818181819,0.5771812080536913,0.9727272727272728,0.4056603773584906
YorubaNet,Thinning (threshold=0.3),Yes,w,0.42016806722689076,0.9090909090909091,0.5747126436781609,0.9631016042780749,0.4032258064516129
YorubaNet,Thinning (threshold=0.3),Yes,y,0.5,0.8,0.6153846153846154,0.9764705882352941,0.4444444444444444
YorubaNet,Thinning (threshold=0.3),Yes,à,0.8695652173913043,0.36363636363636365,0.5128205128205128,0.9983957219251337,0.3448275862068966
YorubaNet,Thinning (threshold=0.3),Yes,á,0.7222222222222222,0.4727272727272727,0.5714285714285714,0.9946524064171123,0.4
YorubaNet,Thinning (threshold=0.3),Yes,è,1.0,0.2727272727272727,0.42857142857142855,1.0,0.2727272727272727
YorubaNet,Thinning (threshold=0.3),Yes,é,1.0,0.21818181818181817,0.3582089552238806,1.0,0.21818181818181817
YorubaNet,Thinning (threshold=0.3),Yes,ì,0.75,0.8181818181818182,0.782608695652174,0.9919786096256684,0.6428571428571429
YorubaNet,Thinning (threshold=0.3),Yes,í,0.9411764705882353,0.2909090909090909,0.4444444444444444,0.9994652406417113,0.2857142857142857
YorubaNet,Thinning (threshold=0.3),Yes,ò,0.75,0.7090909090909091,0.7289719626168224,0.993048128342246,0.5735294117647058
YorubaNet,Thinning (threshold=0.3),Yes,ó,0.6341463414634146,0.4727272727272727,0.5416666666666666,0.9919786096256684,0.37142857142857144
YorubaNet,Thinning (threshold=0.3),Yes,ù,0.8666666666666667,0.7090909090909091,0.78,0.9967914438502674,0.639344262295082
YorubaNet,Thinning (threshold=0.3),Yes,ú,0.4594594594594595,0.6181818181818182,0.5271317829457365,0.9786096256684492,0.35789473684210527
YorubaNet,Thinning (threshold=0.3),Yes,ṣ,1.0,0.6909090909090909,0.8172043010752689,1.0,0.6909090909090909
YorubaNet,Thinning (threshold=0.3),Yes,ẹ,0.9791666666666666,0.8545454545454545,0.912621359223301,0.9994652406417113,0.8392857142857143
YorubaNet,Thinning (threshold=0.3),Yes,ọ,0.6415094339622641,0.6181818181818182,0.6296296296296297,0.9898395721925134,0.4594594594594595
ResNet18,Clean,No,a,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,b,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,d,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,e,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Clean,No,f,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Clean,No,g,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,gb,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,h,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,i,0.9019607843137255,0.8363636363636363,0.8679245283018868,0.9973262032085561,0.7666666666666667
ResNet18,Clean,No,j,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,k,1.0,0.9636363636363636,0.9814814814814815,1.0,0.9636363636363636
ResNet18,Clean,No,l,0.873015873015873,1.0,0.9322033898305084,0.9957219251336898,0.873015873015873
ResNet18,Clean,No,m,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,n,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,o,1.0,0.9636363636363636,0.9814814814814815,1.0,0.9636363636363636
ResNet18,Clean,No,p,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,r,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Clean,No,s,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,t,0.9298245614035088,0.9636363636363636,0.9464285714285714,0.9978609625668449,0.8983050847457628
ResNet18,Clean,No,u,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,w,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,y,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,à,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Clean,No,á,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Clean,No,è,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Clean,No,é,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,ì,0.8947368421052632,0.9272727272727272,0.9107142857142857,0.9967914438502674,0.8360655737704918
ResNet18,Clean,No,í,1.0,0.8727272727272727,0.9320388349514563,1.0,0.8727272727272727
ResNet18,Clean,No,ò,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Clean,No,ó,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,ù,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Clean,No,ú,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,ṣ,1.0,1.0,1.0,1.0,1.0
ResNet18,Clean,No,ẹ,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Clean,No,ọ,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),No,a,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),No,b,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,d,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,e,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Gaussian Blur (σ=2),No,f,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),No,g,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),No,gb,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,h,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),No,i,0.9019607843137255,0.8363636363636363,0.8679245283018868,0.9973262032085561,0.7666666666666667
ResNet18,Gaussian Blur (σ=2),No,j,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),No,k,1.0,0.9636363636363636,0.9814814814814815,1.0,0.9636363636363636
ResNet18,Gaussian Blur (σ=2),No,l,0.873015873015873,1.0,0.9322033898305084,0.9957219251336898,0.873015873015873
ResNet18,Gaussian Blur (σ=2),No,m,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,n,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,o,1.0,0.9636363636363636,0.9814814814814815,1.0,0.9636363636363636
ResNet18,Gaussian Blur (σ=2),No,p,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,r,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Gaussian Blur (σ=2),No,s,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,t,0.9298245614035088,0.9636363636363636,0.9464285714285714,0.9978609625668449,0.8983050847457628
ResNet18,Gaussian Blur (σ=2),No,u,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),No,w,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,y,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),No,à,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),No,á,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),No,è,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),No,é,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,ì,0.8947368421052632,0.9272727272727272,0.9107142857142857,0.9967914438502674,0.8360655737704918
ResNet18,Gaussian Blur (σ=2),No,í,1.0,0.8727272727272727,0.9320388349514563,1.0,0.8727272727272727
ResNet18,Gaussian Blur (σ=2),No,ò,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Gaussian Blur (σ=2),No,ó,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,ù,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),No,ú,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),No,ṣ,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),No,ẹ,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),No,ọ,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,a,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,b,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,d,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,e,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Gaussian Blur (σ=2),Yes,f,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
ResNet18,Gaussian Blur (σ=2),Yes,g,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,gb,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,h,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,i,0.9375,0.8181818181818182,0.8737864077669902,0.9983957219251337,0.7758620689655172
ResNet18,Gaussian Blur (σ=2),Yes,j,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),Yes,k,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
ResNet18,Gaussian Blur (σ=2),Yes,l,0.859375,1.0,0.9243697478991597,0.9951871657754011,0.859375
ResNet18,Gaussian Blur (σ=2),Yes,m,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,n,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),Yes,o,1.0,0.9636363636363636,0.9814814814814815,1.0,0.9636363636363636
ResNet18,Gaussian Blur (σ=2),Yes,p,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,r,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,s,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,t,0.9137931034482759,0.9636363636363636,0.9380530973451328,0.9973262032085561,0.8833333333333333
ResNet18,Gaussian Blur (σ=2),Yes,u,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,w,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,y,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),Yes,à,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,á,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,è,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Gaussian Blur (σ=2),Yes,é,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,ì,0.8813559322033898,0.9454545454545454,0.9122807017543859,0.9962566844919786,0.8387096774193549
ResNet18,Gaussian Blur (σ=2),Yes,í,1.0,0.8545454545454545,0.9215686274509803,1.0,0.8545454545454545
ResNet18,Gaussian Blur (σ=2),Yes,ò,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Gaussian Blur (σ=2),Yes,ó,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,ù,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Gaussian Blur (σ=2),Yes,ú,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
